movie_id,title,original_title,overview,release_date,popularity,vote_average,vote_count,genres,poster_path
591650,บุญชู 5 เนื้อหอม,บุญชู 5 เนื้อหอม,โด่งดังไปทั้งบ้านโข้งเมื่อบุญชูสอบเข้า มหาวิทยาลัยเกษตรได้ เพราะความเป็นคนไม่มีพิษมีภัยทำให้บุญชูเป็นที่รู้จักรักใคร่ไปทั่วทั้งมหาวิทยาลัย ถึงขนาดถูกแย่งตัวให้เข้า ร่วมทีมสมัครรับเลือกตั้งเป็นกรรมการคณะ บุญชูยื่นมือเข้าช่วยเหลือน้องนิสิตที่มีปัญหาเรื่องทุนเรียน และต้องการผลักดันนโยบาย การแจกทุนของมหาวิทยาลัยให้มีความยุติธรรม จึงตัดสินใจลงสมัครรับเลือกตั้งเสียเองโดยมี เพื่อนเก่าๆเข้ามาให้ความช่วยเหลือ ขณะเดียวกัน โมลีก็เข้าใจผิดคิดว่าบุญชูมีความสัมพันธ์พิเศษกับน้องนิสิต ทำให้เป็นภาระของบุญชู ที่จะต้องทำความเข้าใจกับโมลี ขณะเดียวกันก็สามารถช่วยน้องนิสิตให้ได้รับทุนอย่างยุติธรรมด้วย,1990-01-26,0.962,8.0,1,"ตลก, หนังชีวิต, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/mk59QqoIxObmvQw9nh9mBIKh09n.jpg
279649,ทอง,ทอง,,1973-12-22,0.962,2.0,1,"บู๊, อาชญากรรม",https://image.tmdb.org/t/p/w500/iXeBB8vPOeJP5dfjULkzuACW5X4.jpg
232754,ค่าน้ำนม,ค่าน้ำนม,,2012-08-02,0.727,6.0,1,หนังชีวิต,https://image.tmdb.org/t/p/w500None
307681,มันเปลี่ยวมาก,มันเปลี่ยวมาก,แจ๊ค ไบเกอร์นักบิด ที่วันนึงรถมอเตอร์ไซต์เกิดคว่ำจนต้องเข้าโรงพยาบาลใส่เฝือกดามคอ แถมเจอนิ้วใครก็ไม่รู้ขาดอยู่กับตัว แค่นั้นยังไม่พอ...ยังมี จ่าเฉย ขี้ม้าลาย ที่จู่ๆก็มาตามไล่ล่าจับ แจ๊ค ตั้งแต่เข้าโรงพยาบาล ตามจับอย่างไม่ลดละ ขนาดหนีจากเมืองไทยไปเมืองจีน จ่าเฉยก็ยัง...ตามมาอีก,2014-06-12,1.693,5.5,2,ตลก,https://image.tmdb.org/t/p/w500/kzmllENjhCZsgYMfVz4qOAGDMmk.jpg
990786,ทวงคืน,ทวงคืน,เมื่อคู่รักยูทูบเบอร์ที่หลายคนอิจฉามากที่สุดกำลังดำเนินมาถึงตอนจบ! กับการบอกเลิกออกสื่อที่จะช็อกสนั่นประเทศ พร้อมการผจญภัยสุดวายป่วงและสยองพองขนที่จะเกิดขึ้นรอบตัวพวกเขา แล้วงานนี้ใครจะอยู่ ใครจะไป และภารกิจทวงคืนแพทตี้ให้คนทั้งประเทศครั้งนี้จะสำเร็จจริงๆ หรือไม่!?,2022-07-13,1.69,5.0,6,"ตลก, หนังรักโรแมนติก, สยองขวัญ",https://image.tmdb.org/t/p/w500/njnMfBpaJXpft7klXXiG65C7stb.jpg
1309585,จั๊กกะแหล,จั๊กกะแหล,"เป็นเรื่องชายหนุ่ม 3 คน เป๋ สะเหร่อ(แจ๊ส ชวนชื่น), สุดเท่ห์(อทิศ บ้านโป่ง) และ จอบ(อั๋น สกอร์เปี้ยน)ที่หนีความแห้งแล้งมาหายายหอมที่กรุงเทพ แล้วได้พบกับฝ้าย ซึ่งเป็นลูกของเสี่ยอู๊ด (แอนนา ชวนชื่น)ที่ถูกพวกแก๊งค์อันธพาลที่นำโดย หอก(หน่อย เชิญยิ้ม), ทอง(หลุยส์ ชวนชื่น)และเงิน โจอี้ เชิญยิ้ม ลวนลามอยู่ โดยทั้งสามคนได้เข้าช่วยเหลือฝ้ายจนสร้างความแหลไปทั่ว นอกจากนี้ ยังมีนักแสดงตลกชื่อดัง หนูเล็ก(ก่อนบ่าย),พวง เชิญยิ้ม, นุ๊ย เชิญยิ้ม มาร่วมสร้างความแหล",2012-09-06,0.722,0.0,0,,https://image.tmdb.org/t/p/w500/wAYRAtnHzjwCD5gJpdYpZYRaEzL.jpg
1130995,ก่อนจะเป็นมือสอง,ก่อนจะเป็นมือสอง,,2013-10-05,1.684,5.5,2,"สยองขวัญ, หนังชีวิต, ระทึกขวัญ",https://image.tmdb.org/t/p/w500/dbk0BXRZvwMkeGFcabvKdRfGqT1.jpg
799156,สมศรี โปรแกรมบี ปีนี้ 2ขวบ,สมศรี โปรแกรมบี ปีนี้ 2 ขวบ,สมศรีโดนอุดมและอิ๊ดเพื่อนบ้านหลอกไปให้ ดร. เบิ้ม ซึ่งเป็นอริกับอาจารย์เต๋อผู้สร้างเธอ เพื่อเอาไปศึกษาว่าสร้างเธอมาได้อย่างไร กฤษชายหนุ่มผู้หลงรักสมศรี เห็นเหตุการณ์จึงตามครอบครัวอาจารย์เต๋อออกค้นหา สมศรีหนีออกมาได้ ทั้งหมดเข้าไปในสวนสนุกทำให้การตามหาและการลักพาชุลมุน ทุกคนช่วยสมศรีได้หรือไม่?,1993-04-29,1.684,7.0,1,"ตลก, ครอบครัว, นิยายวิทยาศาสตร์",https://image.tmdb.org/t/p/w500/h6NOUHOSxsPQXnMDA8wkOlGMRbs.jpg
1236350,อีสานตุ๊ดซี่ Part 2,อีสานตุ๊ดซี่ Part 2,ถึงเวลาที่เหล่าแก๊งกะเทยตัวแม่อย่าง “โอเล่” “ซูกัส“ และ “มายมิ้นต์” ต้องพา “โต๋เต๋”  เข้ากรุงเทพฯ เพื่อเก็บตัวเข้ากองประกวดนางงาม MISS LGBTQ+ โดยมีผู้เข้าแข่งขัน อย่าง “แคมปัส” เพื่อนสมัยเด็กที่โต๋เต๋ตามหากลายมาเป็นคู่แข่งคนสำคัญ งานนี้มงจะลงที่ใคร โต๋เต๋จะสานฝันให้เจ๊โอเล่และพี่กะเทยได้สำเร็จหรือไม่?,2024-02-01,1.681,0.0,0,ตลก,https://image.tmdb.org/t/p/w500/hgJMA6Ko43LnMIRmAv99GeBaW5k.jpg
1163552,วิมานไฟ,วิมานไฟ,"รักริษยา  สุมด้วยแรงแค้น  อาฆาต วิมานรักแสนสวย  จึงกลายเป็น... วิมานไฟ",1979-09-29,1.46,6.0,1,หนังชีวิต,https://image.tmdb.org/t/p/w500/bvlp0qDgK6O00vZNXzmptqpNonX.jpg
243910,แวมไพร์สตรอเบอร์รี่,แวมไพร์สตรอเบอร์รี่,,2011-11-17,1.433,0.0,0,,https://image.tmdb.org/t/p/w500/flQpyqa2he1eJbhzXijgz7ihqFX.jpg
142525,เวิ้งปีศาจ,เวิ้งปีศาจ,,2007-05-01,0.742,4.5,2,"หนังชีวิต, สยองขวัญ",https://image.tmdb.org/t/p/w500/kEb1xbrLIzvm72vxLJvq9wcurQ5.jpg
1177094,ป่าช้าแตก,ป่าช้าแตก,,1981-01-01,1.429,0.0,0,"สยองขวัญ, ตลก",https://image.tmdb.org/t/p/w500/owW8SvdArtkI9BA8PsuPWK3zPfO.jpg
1031051,สปาร์คใจนายจอมหยิ่ง เดอะ มูฟวี่ 2,สปาร์คใจนายจอมหยิ่ง เดอะ มูฟวี่ 2,ยูทูเบอร์ชื่อดังสองคนต้องแข่งกันทำคลิปท่องเที่ยว... และหาทางเอาชนะใจสาวที่ทั้งคู่รู้จัก,2022-02-05,0.718,0.0,0,"ภาพยนตร์โทรทัศน์, หนังรักโรแมนติก, ตลก, จินตนาการ, หนังชีวิต",https://image.tmdb.org/t/p/w500/5c1kGufakDQvMnLxRcXTjfx0gL6.jpg
950695,วุ่นนัก รักต้องประหยัด,วุ่นนัก รักต้องประหยัด,,2020-09-30,1.44,0.0,0,"หนังรักโรแมนติก, ตลก",https://image.tmdb.org/t/p/w500/5XMu96BgVnT4clVg7WQuPLSvxJ8.jpg
468683,ABABO,ABABO,,2017-07-28,0.716,0.0,0,หนังชีวิต,https://image.tmdb.org/t/p/w500/hW7TYrYIRvE87Meizki39Kk5e7N.jpg
130160,Worldly Desires,Worldly Desires,,2005-04-23,1.36,5.5,6,หนังชีวิต,https://image.tmdb.org/t/p/w500/kWX3F49rg4v6FDOKQroB1Nw9nov.jpg
1271311,อยากนอนห้องเธอ,อยากนอนห้องเธอ,,2021-02-05,0.715,0.0,0,หนังรักโรแมนติก,https://image.tmdb.org/t/p/w500None
280751,18-80 เพื่อนซี้ไม่มีซั้ว,18-80 เพื่อนซี้ไม่มีซั้ว,โอ๊ด เด็กหนุ่มวัย 18 ปี มีพรสวรรค์ทางด้านการเล่นดนตรี เดินทางไปที่เกาะกับปู่วัย 80 ปี โอ๊ดต้องการที่จะทิ้งปู่ไว้ที่เกาะแล้วไปร่วมประกวดวงดนตรีกับพวกเพื่อน ๆ แต่ทุกอย่างไม่เป็นไปตามแผน เขาออกจากเกาะไม่ได้เพราะมีพายุ,1997-07-11,0.929,0.0,0,ตลก,https://image.tmdb.org/t/p/w500/61tAFiwWovyU04DKg0kJNHMCpLN.jpg
54822,สะบายดี หลวงพะบาง,สะบายดี หลวงพะบาง,"สอน(อนันดา เอเวอร์ริ่งแฮม) ช่างภาพหนุ่มลูกครึ่ง ถูกบ.ก.ส่งให้ไปถ่ายรูปที่ประเทศลาว โดยที่ตัวเขาเองก็ไม่เต็มใจนัก เพราะถึงแม้ว่าเขาจะมีเชื้อสายลาวอยู่ด้วย แต่ก็ไม่มีข้อมูลหรือเคยไปเมืองลาวเลยสักครั้งเดียว สอนมาถึงเมืองปากเซ เขาว่างจ้างไกด์ชื่อน้อย(คำลี่ พิลาวง) พาเดินทางถ่ายรูปในแถบลาวใต้ ไปน้ำตกหลี่ผี,คอนพะเพ็ง เลยไปถึงสี่พันดอนที่เป็นเกาะแก่งในแม่น้ำโขง แต่ว่าไกด์สาวเพิ่งทำงานเป็นครั้งแรก จึงพาหลงทางไปตลอด พวกเขาต้องต่อรถ ลงเรือ ไปที่ต่างๆ อย่างทุลักทุเล และสอนก็จำใจต้องไปบ้านเก่าของพ่อตามที่สั่งไว้ เมื่อไปถึง สอนกลับพบว่าญาติพี่น้องที่ห่างเหินกันไปเป็นสิบปีต่างจำเขาได้ และให้การต้อนรับอย่างอบอุ่น จนสอนเริ่มมองว่าลาวเป็นบ้านอีกที่หนึ่งของตนสอนรู้สึกชอบพอน้อย เขาจึงทำดีกับเธอ แต่ทว่าเมื่อมีความสนิทสนมเกินเลยระหว่างลูกทัวร์กับไกด์ น้อยเริ่มเป็นฝ่ายถอยห่างและหลบหน้าเขาไป สอน ค้นหารากเหง้าความเป็นลาวในตัวเขาเอง และต้องหาทางพิสูจน์ให้น้อยเห็นว่าเขาไม่ใช่แค่นักท่องเที่ยวที่มาสร้างความรักเพียงชั่วคราว แล้วทิ้งเธอไปที่อื่น",2008-06-05,0.712,0.0,0,"หนังชีวิต, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/lNyG47WhKG7bxSJUzJ9L2SvPM8c.jpg
525521,ฝนตกที่ห้วยขาแข้ง,ฝนตกที่ห้วยขาแข้ง,เรื่องจริงของ สืบ นาคะเสถียร หัวหน้าเขตรักษาพันธุ์ป่าห้วยขาแข้ง นักสู้ผู้อุทิศชีวิตเพื่อผืนป่า เมืองไทย ในช่วงสี่ปีสุดท้ายที่เขามุ่งมั่นและต่อสู้เพื่อยุติการตัดไม้ทำลายป่า และล่าสัตว์ป่าอย่างไม่เกรงกลัว ต่อกฎหมาย สืบยืนหยัดต่อกรกับอิทธิพลมืด นักการเมืองและเจ้าหน้าที่รัฐที่ทุจริตด้วยมือเปล่า และหัวใจที่จะไม่ยอมให้ผืนป่าของเมืองไทยต้องหมดสิ้นไปเพราะความโลภและเห็นแก่ตัว,2015-05-07,1.66,0.0,0,"หนังชีวิต, ประวัติศาสตร์",https://image.tmdb.org/t/p/w500/2u1DkDlBD91lQfBZAjmwW1W7H9k.jpg
284707,ไพรดิบ,ไพรดิบ,เรื่องราวการผจญภัยและเวทมนตร์ยังปรากฏอยู่ในพรมแดนที่มีชื่อว่า “สยาม” ดินแดนที่เต็มไปด้วยความดีและความสุข กระทั่ง ท้าวพันวาตัดสินใจที่จะสร้างเหมืองขึ้นในภูเขาท่ามกลางป่าอันเต็มไปด้วยมนตร์ดำ โดยไม่ล่วงรู้เลยว่าเหมืองนั้นเป็นสุสานโบราณ เรื่องราวร้ายๆเกิดขึ้นระหว่างการสร้างเหมืองมีคนตายคนแล้วคนเล่า ซึ่งชีวิตเหล่านี้ได้ปลุกวิญญาณร้ายขึ้นมา เผยแพร่มนตร์ดำไปยังหมู่บ้านข้างเคียง ไพร นักล่าวิญญาณ เดินทางจากบ้านเกิดมายังสยามและได้พักผ่อนใกล้กับเหมืองปีศาจ เขาหลับไปและถูกปลุกขึ้นมาโดยวิญญาณชั่วร้าย ไพรใช้เขี้ยวนาคาต่อสู้กับศัตรู ในเวลาเดียวกันภารตีนักล่าภูติสาวได้รับการว่าจ้างจากท้าวพันวาให้มาจัดการกับภูติร้ายในเหมือง ระหว่างทางภารตีเห็นไพรสู้กับภูติร้ายจึงเข้าช่วยเหลือ แต่ก็สายไป เธอถูกจับตัวไป เหตุการณ์ทั้งหมดเป็นฝีมือของยันตรัย แท้จริงแล้วยันตรัยกับพ่อของไพรเคยเป็นศัตรูกันมาก่อน ติดตามชมภาพยนตร์แนวผจญภัยแฟนตาซีเต็มไปด้วยเทคนิคพิเศษด้านภาพฝีมือคนไทย ที่ไม่เพียงจะเอาชนะใจคนไทยแต่ยังพร้อมแสดงศักยภาพสู่ตลาดโลกด้วย,2014-04-24,1.659,6.0,1,"ผจญ, จินตนาการ, บู๊",https://image.tmdb.org/t/p/w500/9U3HofBhnuTFXyaa6zTtQATZbcm.jpg
1030702,รักฉัน อย่าลืมใช้หนี้ฉัน,รักฉัน อย่าลืมใช้หนี้ฉัน,,2012-05-19,0.93,0.0,0,"ตลก, สยองขวัญ, ภาพยนตร์โทรทัศน์",https://image.tmdb.org/t/p/w500/1eR8UNfdPg3sRj4bfEeiE1Zxcjp.jpg
1100702,แบดบอยซ์แบนด์,แบดบอยซ์แบนด์,ครั้งแรกที่เห็นพี่จินนี่ สองก็รู้เลยทันทีว่านี่คือคนที่ใช่ทั้งสวยและทั้งร็อค แต่จะทำยังไงในเมื่อวัยรุ่น 11 ขวบ ดันแอบชอบรุ่นพี่ม.ปลาย !! น้าโป่งอดีตร็อคเกอร์รุ่นใหญ่จึงอาสาเข้ามาช่วยสองและผองเพื่อนตั้งวงแบดบอยซ์แบนด์เพื่อหวังดึงพี่จินนี่ให้มาเข้าวงจะได้มีโอกาสอยู่ใกล้กันมากขึ้น สองพยายามยามอย่างหนักเพื่อพิสูจน์ให้พี่จินนี่ที่ฝันอยากจะเป็นร็อคสตาร์อยู่แล้วเข้าร่วมวง ด้วยความน่ารักของพี่จินนี่ทำให้พี่อาร์มโปรดิวเซอร์ชื่อดังไปเห็นคลิปเข้า เลยมาติดต่อให้น้องไปเข้าสังกัดค่ายใหญ่ แต่เฉพาะพี่จินนี่เท่านั้นนะคนอื่นไม่เกี่ยว เอาล่ะสิสองจะทำยังไง,2023-05-04,0.958,0.0,0,"หนังรักโรแมนติก, ตลก, หนังชีวิต, ดนตรี",https://image.tmdb.org/t/p/w500/66UHboFnriAKfDTz4tiUvm8lbNf.jpg
238360,บางคนแคร์ แคร์บางคน,บางคนแคร์ แคร์บางคน,"เรื่องเหล่านี้สามารถทำให้หัวใจเต้นได้150 ครั้งต่อนาที ไม่ว่าจะเป็น นั่งรถไฟเหาะตีลังกา, จูบครั้งแรก, sex, อกหัก ถูกทิ้ง แล้วคุณรู้มั้ยล่ะว่า ""เวลามีความรัก หัวใจคุณเต้นกี่ครั้งต่อนาที"" ลูกบิด คือ สาวสมัยใหม่เช่าคอนโดอยู่ตัวคนเดียวที่กรุงเทพ และที่สำคัญเธอไม่เคยศรัทธาในความรักเลย แม้กระทั่งงานที่เธอทำก็คือการ 'รับจ้างบอกเลิก' โดยที่บริษัทที่เธอทำงานอยู่จะมีพนักงานแค่ 2 คน คือ เธอกับเจ้านาย (พี่ติ) คติของบริษัทบอกเลิกแห่งนี้ คือ ""การบอกรักใครซักคนว่ายากแล้ว...แต่การบอกเลิกใครบางคนกลับยากยิ่งกว่า"" แต่สำหรับคนอย่างลูกบิดแล้วมันเป็นเรื่องง่ายแสนง่าย แล้ววันหนึ่ง เรื่องง่ายๆมันก็ไม่ง่ายอีกต่อไป",2011-01-27,0.959,4.0,1,"หนังรักโรแมนติก, ตลก",https://image.tmdb.org/t/p/w500/37XdT6YjpIvHdyT2ffPXpv0vlxS.jpg
505031,เพื่อนฉัน...ฝันสลาย,เพื่อนฉัน...ฝันสลาย,การเดินทาง ความรัก และฆาตกรรม ภาพยนตร์ของตั๊ก บงกช สร้างขึ้นจาก แรงบันดาลใจจากเรื่องจริง... เรื่องราวของ โย นางแบบชื่อดังและเพื่อนรักของเธอ พิม เมื่อวันหนึ่งโรคร้ายเข้ามาเยือนในชีวิตของพิม พร้อมกับที่ โย และ พิม ต้องพยายามปกปิดเหตุการณ์ที่ทั้งสองร่วมกันทำไว้ เพราะว่าถ้ามีใครรู้ชีวิตของเธอ 2 คนจะพังลงในพริบตา,2018-02-08,1.648,6.0,2,"ระทึกขวัญ, หนังชีวิต",https://image.tmdb.org/t/p/w500/wWjKI7uEU6atzKd4nbEHZFUJEJt.jpg
529964,ฮักแพง,ฮักแพง,เรื่องราวความรักของหนุ่มอีสานในคณะหมอลำ ที่นอกจากจะพยายามเอาชนะใจสาวและพ่อแม่ของเธอ กลับต้องมาเจอกับคู่แข่งจนเกิดศึกชิงนางจนต้องตัดสินกันด้วยการแสดงหมอลำ พร้อมๆกับต้องต่อสู้กับอิทธิพลเถื่อนที่ต้องการทำลายคณะหมอลำของพวกเขาลง,2018-05-01,1.183,0.0,0,"ตลก, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/hyKgxDjDH4TgN5Dx1PVHWHcBvCr.jpg
758682,เขาชนไก่,เขาชนไก่,,2006-11-23,1.644,6.0,1,"หนังชีวิต, ตลก",https://image.tmdb.org/t/p/w500/BixsENoRYDkPUSf4hRbs47UiHX.jpg
65284,รัก-ออกแบบไม่ได้,รัก-ออกแบบไม่ได้,เป็นเรื่องระหว่างเพื่อนที่บังเอิญมีเลือดกรุ๊ปเดียวกัน ปริม อาท ปืน ฝุ่น ชมพู่ ที่ต่างเริ่มต้นออกแบบความสัมพันธ์ ด้วยความตั้งใจ และความรู้สึกที่ดีต่อกัน จนวันหนึ่งที่ความรู้สึกนั้นเริ่มพัฒนาเป็นความรัก ความสัมพันธ์ระหว่างเพื่อนสิ้นสุด เมื่อทั้งปืนและอาท ต่างรู้สึกพิเศษกับปริม ขณะที่ฝุ่นเองก็เริ่มรักปืนเกินเพื่อน จึงต้องทำให้ปริมเก็บความรู้สึกที่มีกับปืนไว้ในใจ เพื่อนถนอมความเป็นเพื่อนให้ดีที่สุด,1998-10-30,1.642,3.0,1,"หนังชีวิต, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/pTAHamVdkJHGlCIFdWXpbVhauFl.jpg
546154,ตะวันดับ,ตะวันดับ,เจนจิรา พงพัศ ไวด์เนอร์ นอนหลับในขณะที่พื้นหลังของฉากลิเกเปลี่ยนไปมาโดยอัตโนมัติ,2018-09-07,1.641,6.1,22,จินตนาการ,https://image.tmdb.org/t/p/w500/xfiyueJU9vQ495C6n3CTPVZhzhB.jpg
450144,คนกราบหมา,คนกราบหมา,หนุ่มไฮโซ รอบิน จ้าง วิคเตอร์ ผู้เชี่ยวชาญจากนิวยอร์ค  มาช่วยกอบกู้ เชอรี่พาย  ภริยาและลูกของเขา  จากลัทธิล้างสมอง  เมื่อทั้งสองไปถึงอาศรมแห่งรักไร้พรมแดน  ก็ได้รับรู้ว่าความเป็นจริงนั้นน่าสะพรึงกลัวกว่าที่คาดเดาไว้หลายเท่า  แม้แต่วิคเตอร์เองก็เถิด  จะรอดพ้นจากขบวนการล้างสมองอันแยบยลรึไม่  เหล่าสาวกนานาชาติพากันกราบหมาที่เชื่อกันว่าเป็นสุนัขเทพ  และสามอาจารย์  นำโดย สตรี  ผู้อ้างว่าในชาติก่อนตนเคยเป็นพระสงฆ์ที่อกหักจากวิกฤติศรัทธา,2024-05-16,1.641,0.0,0,ตลก,https://image.tmdb.org/t/p/w500/aSD79jJH4Ip233goVemeZlmQCad.jpg
1174825,บ้านผีดุ,บ้านผีดุ,,1990-01-01,0.926,0.0,0,สยองขวัญ,https://image.tmdb.org/t/p/w500None
1126342,INKSYLAND ดินแดนขยี้ใจ,ดินแดนขยี้ใจ,ท่องโลกดนตรีของอิ้งค์ วรันธร เปานิล ป๊อปสตาร์สาวใสที่ทุกคนหลงรัก ผู้สร้างปรากฏการณ์บัตรหมดทุกที่นั่งในคอนเสิร์ต INKSYLAND ดินแดนขยี้ใจ ปี 2022,2023-05-13,1.638,6.5,2,,https://image.tmdb.org/t/p/w500/ptlXF9tdIX5pSHHDYKuVxUkFlHL.jpg
1393809,โลกใบเหงา…ของเราสองคน,Analog Love,เรื่องราวความรักและความสูญเสียระหว่างคู่รักหนุ่มสาว หมอกและไอริส ที่เชื่อมโยงกันด้วยเสียงเพลงยุคอะนาล็อก,2024-11-26,0.901,0.0,0,"หนังชีวิต, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/zkmIT4onuMunpBagfRrHZhgf5g8.jpg
1071651,เกม / ล่า / ตาย,เกมล่าตาย,ในโลกสังคมออนไลน์ เกมส์คือหนึงในสิ่งที่คนชอบเล่น เพื่อความบันเทิงและมากไปกว่านั้นคือโลกแห่งการหาราได้ “เมศ” ชายหนุ่มที่อาศัยกับน้องสาว พยายามผลักดันตัวเองในทุกวิถิทางเพื่อดำรงอยู่และหาเลี่ยงชีพตัวเองกับน้องด้วยการใช้ทักษะและมันสมอง เมื่อวันหนึ่งน้องสาวของเขาป่วยหนัก เขาจึงต้องหาเงินเพื่อมารักษาให้ได้ จึงต้องร่วมมือกับเพื่อนเขา พีทและไปรท์ ร่วมกันเล่นเกมส์ออนไลน์ จนได้เงินรางวัลมากขึ้นและมากขึ้น แต่ด้วยความโลภของเมธจึงทำให้ความสัมพันธ์เริ่มแตกแยก ความต้องการเงินที่มากขึ้นของเขา ความกระตือรือร้นที่กลายเป็นความโลภกำลังจะเปลี่ยนเป็นความชั่วร้าย ก่อให้เกิดการที่เมธต้องตัดสินใจเพื่อ จะก้าวผ่านจุดนั้นด้วยจิตสำนึกของตัวเองให้ได้ มิฉะนั้นเค้าอาจจะต้องสูญเสียน้องสาวคนเดียวไปตลอดกาล,2023-03-23,0.954,0.0,0,"นิยายวิทยาศาสตร์, ระทึกขวัญ",https://image.tmdb.org/t/p/w500/yWmVnOsgkdq9beJcL2YZ2hb8saa.jpg
292293,หนองบัวแดง,หนองบัวแดง,บ้าน หนองบัวแดง มีแต่ความลึกลับ เพราะคนในตระกูลนี้มากด้วยตัณหาราคะ มันเป็นตัณหาที่สร้างความเคียดแค้นให้กัยฤนาท ที่เมียแอบมีชู้กับประดิภัตย์ ฤนาทเก็บความแค้นไว้นานจนตกทอดมาถึงลูกน้ำ ลูกแท้ๆของเค้า ต้องมาได้เสียเป็นเมียภูไทอย่างไม่สมยอม ขณะที่ลูกน้ำมาที่บ้านหนองบัวแดง เพื่อสืบหาความจริงว่า พี่สาวที่ชื่อลูกนกที่เกิดจากรุจิสายเลือดขุนประดิภัตย์ตายด้วยเหตุผลใด,1973-01-01,1.175,0.0,0,"สยองขวัญ, ลึกลับ, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500None
896167,สติแตกสุดขั้วโลก,สติแตกสุดขั้วโลก,เมื่อตัวละครจากหนังที่เรากำลังดูเกิดมีชีวิตออกมานอกจอจริงๆ เป็นเหตุให้กลุ่มเด็กที่อาศัยในโรงงิ้วต้องเข้าไปพัวพันกับเรื่องว้าวุ่นของตัวละครและหาทางพาพวกเขากลับไปโลกมายาของแผ่นฟิล์มให้ได้,1996-06-10,1.425,0.0,0,"ตลก, ผจญ, จินตนาการ",https://image.tmdb.org/t/p/w500/jXQuqei5iS0ynogd06b5oEFxeAY.jpg
1089090,กำแพง,กำแพง,พลังแห่งรักเกินอุปสรรคจะขวางกั้น,1999-03-05,1.456,7.0,1,"หนังรักโรแมนติก, หนังชีวิต",https://image.tmdb.org/t/p/w500/kGkkt4MOxFt19WI0owVtjZCONdh.jpg
1074753,ฮะเก๋า,ฮะเก๋า,,2008-06-19,1.457,5.0,1,"ตลก, หนังรักโรแมนติก",https://image.tmdb.org/t/p/w500/enr7mFJWx4YyevDA70M8Z2LOn7r.jpg
594400,มาห์,มาห์,นักศึกษากลุ่มหนึ่งไปเที่ยวในป่า และไปเจอไข่ประหลาดใบหนึ่งในถ้ำ ก็เลยตัดสินใจนำเอาไข่กลับมาด้วย ทำให้สัตว์ประหลาดซึ่งเป็นเจ้าของไข่ตามล่าพวกเขา เพื่อทวงไข่ใบนั้นคืน มิหนำซ้ำ ยังจับตัวเด็กผู้หญิงคนหนึ่งไป ก็เลยทำให้พวกเขาต้องตามไปช่วยเธอออกมาให้ได้,1991-07-26,1.625,5.0,1,"สยองขวัญ, ระทึกขวัญ, นิยายวิทยาศาสตร์, ลึกลับ",https://image.tmdb.org/t/p/w500/6fepsXATlDhbWQVECb0SXOyajJL.jpg
72612,เพชฌฆาตเดนสงคราม 2,เพชฌฆาตเดนสงคราม 2,,1996-01-01,1.624,4.3,7,"บู๊, จินตนาการ",https://image.tmdb.org/t/p/w500/xaFC1RLayBqVG1yfwq9ncrgMuBA.jpg
377681,อาบัติ,อาปัติ,"""ซัน"" เด็กหนุ่มวัย 19 ปีผู้เอาแต่ใจตนเอง ไม่สนใจใคร และใช้ชีวิตคึกคะนองอย่างสุดขั้ว เขาจึงถูกพ่อบังคับให้มาบวชเณรเพื่อดัดนิสัย การบวชอย่างไม่เต็มใจ ไร้ศรัทธา และด้วยความรู้สึกที่ไม่เข้าใจว่าตนเองทำผิดอะไรนักหนา จึงทำให้ซันยังคงใช้ชีวิตเหมือนปกติทั่วไป แม้จะอยู่ในผ้าเหลืองแล้วก็ตาม รวมถึงการแอบคบหากับ ""ฝ้าย"" สาววัยรุ่นท้องถิ่นผู้โหยหาในความรักซึ่งเหมือนเป็นสิ่งยึดเหนี่ยวเดียวที่ทั้งคู่มีให้แก่กันและเชื่อมั่นว่าไม่ใช่เรื่องผิดแต่อย่างใด",2015-10-16,1.623,6.2,5,"หนังชีวิต, สยองขวัญ",https://image.tmdb.org/t/p/w500/iF2u5d7ZAaMrpcYUWwb6qcEJaL2.jpg
